Date,Start,Visitor,PTS,Home,PTS,,,Notes
Wed Feb 25 2015,7:30 pm,Dallas Mavericks,87,Atlanta Hawks,104,Box Score,,
Wed Feb 25 2015,7:30 pm,New York Knicks,94,Boston Celtics,115,Box Score,,
Wed Feb 25 2015,8:00 pm,Charlotte Hornets,98,Chicago Bulls,86,Box Score,,
Wed Feb 25 2015,9:00 pm,Phoenix Suns,110,Denver Nuggets,96,Box Score,,
Wed Feb 25 2015,8:00 pm,Los Angeles Clippers,105,Houston Rockets,110,Box Score,,
Wed Feb 25 2015,8:00 pm,Philadelphia 76ers,88,Milwaukee Bucks,104,Box Score,,
Wed Feb 25 2015,8:00 pm,Washington Wizards,77,Minnesota Timberwolves,97,Box Score,,
Wed Feb 25 2015,8:00 pm,Brooklyn Nets,96,New Orleans Pelicans,102,Box Score,,
Wed Feb 25 2015,7:00 pm,Miami Heat,93,Orlando Magic,90,Box Score,OT,
Wed Feb 25 2015,10:30 pm,San Antonio Spurs,95,Portland Trail Blazers,111,Box Score,,
Wed Feb 25 2015,10:00 pm,Memphis Grizzlies,90,Sacramento Kings,102,Box Score,,
Wed Feb 25 2015,9:00 pm,Los Angeles Lakers,100,Utah Jazz,97,Box Score,,
Thu Feb 26 2015,8:00 pm,Golden State Warriors,99,Cleveland Cavaliers,110,Box Score,,
Thu Feb 26 2015,10:30 pm,Oklahoma City Thunder,113,Phoenix Suns,117,Box Score,OT,
Fri Feb 27 2015,7:30 pm,Orlando Magic,88,Atlanta Hawks,95,Box Score,,
Fri Feb 27 2015,7:30 pm,Charlotte Hornets,98,Boston Celtics,106,Box Score,,
Fri Feb 27 2015,8:00 pm,Minnesota Timberwolves,89,Chicago Bulls,96,Box Score,,
Fri Feb 27 2015,9:00 pm,Utah Jazz,104,Denver Nuggets,82,Box Score,,
Fri Feb 27 2015,7:30 pm,New York Knicks,121,Detroit Pistons,115,Box Score,2OT,
Fri Feb 27 2015,8:00 pm,Brooklyn Nets,98,Houston Rockets,102,Box Score,,
Fri Feb 27 2015,7:00 pm,Cleveland Cavaliers,86,Indiana Pacers,93,Box Score,,
Fri Feb 27 2015,10:30 pm,Milwaukee Bucks,93,Los Angeles Lakers,101,Box Score,,
Fri Feb 27 2015,8:00 pm,Los Angeles Clippers,97,Memphis Grizzlies,79,Box Score,,
Fri Feb 27 2015,8:00 pm,Miami Heat,102,New Orleans Pelicans,104,Box Score,,
Fri Feb 27 2015,7:00 pm,Washington Wizards,81,Philadelphia 76ers,89,Box Score,,
Fri Feb 27 2015,10:30 pm,Oklahoma City Thunder,112,Portland Trail Blazers,115,Box Score,,
Fri Feb 27 2015,10:00 pm,San Antonio Spurs,107,Sacramento Kings,96,Box Score,,
Fri Feb 27 2015,7:30 pm,Golden State Warriors,113,Toronto Raptors,89,Box Score,,
Sat Feb 28 2015,8:30 pm,Brooklyn Nets,104,Dallas Mavericks,94,Box Score,,
Sat Feb 28 2015,7:30 pm,Atlanta Hawks,93,Miami Heat,91,Box Score,,
Sat Feb 28 2015,8:00 pm,Memphis Grizzlies,101,Minnesota Timberwolves,97,Box Score,,
Sat Feb 28 2015,7:30 pm,Toronto Raptors,98,New York Knicks,103,Box Score,,
Sat Feb 28 2015,9:00 pm,San Antonio Spurs,101,Phoenix Suns,74,Box Score,,
Sat Feb 28 2015,9:00 pm,Milwaukee Bucks,75,Utah Jazz,82,Box Score,,
Sat Feb 28 2015,7:00 pm,Detroit Pistons,95,Washington Wizards,99,Box Score,,
Thu Jan 1 2015,8:00 pm,Denver Nuggets,101,Chicago Bulls,106,Box Score,,
Thu Jan 1 2015,8:00 pm,Sacramento Kings,110,Minnesota Timberwolves,107,Box Score,,
Fri Jan 2 2015,7:30 pm,Dallas Mavericks,119,Boston Celtics,101,Box Score,,
Fri Jan 2 2015,7:00 pm,Cleveland Cavaliers,91,Charlotte Hornets,87,Box Score,,
Fri Jan 2 2015,10:30 pm,Toronto Raptors,105,Golden State Warriors,126,Box Score,,
Fri Jan 2 2015,10:30 pm,Memphis Grizzlies,109,Los Angeles Lakers,106,Box Score,,
Fri Jan 2 2015,8:30 pm,Indiana Pacers,94,Milwaukee Bucks,91,Box Score,,
Fri Jan 2 2015,8:00 pm,Houston Rockets,83,New Orleans Pelicans,111,Box Score,,
Fri Jan 2 2015,7:30 pm,Detroit Pistons,97,New York Knicks,81,Box Score,,
Fri Jan 2 2015,8:00 pm,Washington Wizards,102,Oklahoma City Thunder,109,Box Score,,
Fri Jan 2 2015,7:00 pm,Brooklyn Nets,100,Orlando Magic,98,Box Score,,
Fri Jan 2 2015,9:00 pm,Philadelphia 76ers,96,Phoenix Suns,112,Box Score,,
Fri Jan 2 2015,9:00 pm,Atlanta Hawks,98,Utah Jazz,92,Box Score,,
Sat Jan 3 2015,8:00 pm,Boston Celtics,104,Chicago Bulls,109,Box Score,OT,
Sat Jan 3 2015,9:00 pm,Memphis Grizzlies,85,Denver Nuggets,114,Box Score,,
Sat Jan 3 2015,8:00 pm,Miami Heat,79,Houston Rockets,115,Box Score,,
Sat Jan 3 2015,10:30 pm,Philadelphia 76ers,91,Los Angeles Clippers,127,Box Score,,
Sat Jan 3 2015,8:00 pm,Utah Jazz,101,Minnesota Timberwolves,89,Box Score,,
Sat Jan 3 2015,7:00 pm,Charlotte Hornets,98,Orlando Magic,90,Box Score,,
Sat Jan 3 2015,10:00 pm,Atlanta Hawks,115,Portland Trail Blazers,107,Box Score,,
Sat Jan 3 2015,8:30 pm,Washington Wizards,92,San Antonio Spurs,101,Box Score,,
Sun Jan 4 2015,1:00 pm,Dallas Mavericks,109,Cleveland Cavaliers,90,Box Score,,
Sun Jan 4 2015,6:00 pm,Sacramento Kings,95,Detroit Pistons,114,Box Score,,
Sun Jan 4 2015,9:30 pm,Indiana Pacers,87,Los Angeles Lakers,88,Box Score,,
Sun Jan 4 2015,6:00 pm,Brooklyn Nets,84,Miami Heat,88,Box Score,,
Sun Jan 4 2015,7:30 pm,Milwaukee Bucks,95,New York Knicks,82,Box Score,,
Sun Jan 4 2015,8:00 pm,Toronto Raptors,109,Phoenix Suns,125,Box Score,,
Mon Jan 5 2015,7:30 pm,Charlotte Hornets,104,Boston Celtics,95,Box Score,,
Mon Jan 5 2015,7:30 pm,Dallas Mavericks,96,Brooklyn Nets,88,Box Score,OT,
Mon Jan 5 2015,8:00 pm,Houston Rockets,105,Chicago Bulls,114,Box Score,,
Mon Jan 5 2015,10:30 pm,Oklahoma City Thunder,91,Golden State Warriors,117,Box Score,,
Mon Jan 5 2015,10:30 pm,Atlanta Hawks,107,Los Angeles Clippers,98,Box Score,,
Mon Jan 5 2015,8:00 pm,New York Knicks,83,Memphis Grizzlies,105,Box Score,,
Mon Jan 5 2015,8:00 pm,Denver Nuggets,110,Minnesota Timberwolves,101,Box Score,,
Mon Jan 5 2015,8:00 pm,Washington Wizards,92,New Orleans Pelicans,85,Box Score,,
Mon Jan 5 2015,7:00 pm,Cleveland Cavaliers,92,Philadelphia 76ers,95,Box Score,,
Mon Jan 5 2015,10:00 pm,Los Angeles Lakers,94,Portland Trail Blazers,98,Box Score,,
Mon Jan 5 2015,9:00 pm,Indiana Pacers,105,Utah Jazz,101,Box Score,,
Tue Jan 6 2015,8:00 pm,Phoenix Suns,102,Milwaukee Bucks,96,Box Score,,
Tue Jan 6 2015,8:30 pm,Detroit Pistons,105,San Antonio Spurs,104,Box Score,,
Wed Jan 7 2015,7:30 pm,Memphis Grizzlies,86,Atlanta Hawks,96,Box Score,,
Wed Jan 7 2015,7:30 pm,Boston Celtics,89,Brooklyn Nets,81,Box Score,,
Wed Jan 7 2015,8:00 pm,Utah Jazz,97,Chicago Bulls,77,Box Score,,
Wed Jan 7 2015,7:00 pm,New Orleans Pelicans,94,Charlotte Hornets,98,Box Score,,
Wed Jan 7 2015,7:00 pm,Houston Rockets,105,Cleveland Cavaliers,93,Box Score,,
Wed Jan 7 2015,8:30 pm,Detroit Pistons,108,Dallas Mavericks,95,Box Score,,
Wed Jan 7 2015,9:00 pm,Orlando Magic,90,Denver Nuggets,93,Box Score,,
Wed Jan 7 2015,10:30 pm,Indiana Pacers,102,Golden State Warriors,117,Box Score,,
Wed Jan 7 2015,10:30 pm,Los Angeles Lakers,89,Los Angeles Clippers,114,Box Score,,
Wed Jan 7 2015,9:30 pm,Phoenix Suns,113,Minnesota Timberwolves,111,Box Score,,
Wed Jan 7 2015,7:00 pm,Milwaukee Bucks,97,Philadelphia 76ers,77,Box Score,,
Wed Jan 7 2015,10:00 pm,Oklahoma City Thunder,83,Sacramento Kings,104,Box Score,,
Wed Jan 7 2015,7:00 pm,New York Knicks,91,Washington Wizards,101,Box Score,,
Thu Jan 8 2015,8:00 pm,Houston Rockets,120,New York Knicks,96,Box Score,,
Thu Jan 8 2015,10:30 pm,Miami Heat,83,Portland Trail Blazers,99,Box Score,,
Thu Jan 8 2015,7:30 pm,Charlotte Hornets,103,Toronto Raptors,95,Box Score,,
Fri Jan 9 2015,7:30 pm,Philadelphia 76ers,90,Brooklyn Nets,88,Box Score,,
Fri Jan 9 2015,7:30 pm,Atlanta Hawks,106,Detroit Pistons,103,Box Score,,
Fri Jan 9 2015,10:30 pm,Cleveland Cavaliers,94,Golden State Warriors,112,Box Score,,
Fri Jan 9 2015,7:00 pm,Boston Celtics,103,Indiana Pacers,107,Box Score,OT,
Fri Jan 9 2015,10:30 pm,Orlando Magic,84,Los Angeles Lakers,101,Box Score,,
Fri Jan 9 2015,8:30 pm,Minnesota Timberwolves,84,Milwaukee Bucks,98,Box Score,,
Fri Jan 9 2015,8:00 pm,Memphis Grizzlies,95,New Orleans Pelicans,106,Box Score,,
Fri Jan 9 2015,8:00 pm,Utah Jazz,94,Oklahoma City Thunder,99,Box Score,,
Fri Jan 9 2015,10:00 pm,Denver Nuggets,118,Sacramento Kings,108,Box Score,,
Fri Jan 9 2015,8:30 pm,Phoenix Suns,95,San Antonio Spurs,100,Box Score,,
Fri Jan 9 2015,8:00 pm,Chicago Bulls,86,Washington Wizards,102,Box Score,,
Sat Jan 10 2015,8:00 pm,Milwaukee Bucks,87,Chicago Bulls,95,Box Score,,
Sat Jan 10 2015,7:30 pm,Brooklyn Nets,93,Detroit Pistons,98,Box Score,,
Sat Jan 10 2015,8:00 pm,Utah Jazz,82,Houston Rockets,97,Box Score,,
Sat Jan 10 2015,3:30 pm,Dallas Mavericks,100,Los Angeles Clippers,120,Box Score,,
Sat Jan 10 2015,8:00 pm,San Antonio Spurs,108,Minnesota Timberwolves,93,Box Score,,
Sat Jan 10 2015,1:00 pm,Charlotte Hornets,110,New York Knicks,82,Box Score,,
Sat Jan 10 2015,7:30 pm,Indiana Pacers,92,Philadelphia 76ers,93,Box Score,,
Sat Jan 10 2015,10:00 pm,Orlando Magic,92,Portland Trail Blazers,103,Box Score,,
Sat Jan 10 2015,7:30 pm,Boston Celtics,96,Toronto Raptors,109,Box Score,,
Sun Jan 11 2015,3:00 pm,Washington Wizards,89,Atlanta Hawks,120,Box Score,,
Sun Jan 11 2015,3:30 pm,Miami Heat,104,Los Angeles Clippers,90,Box Score,,
Sun Jan 11 2015,9:30 pm,Portland Trail Blazers,106,Los Angeles Lakers,94,Box Score,,
Sun Jan 11 2015,6:00 pm,Phoenix Suns,110,Memphis Grizzlies,122,Box Score,2OT,
Sun Jan 11 2015,9:00 pm,Cleveland Cavaliers,84,Sacramento Kings,103,Box Score,,
Mon Jan 12 2015,7:30 pm,New Orleans Pelicans,100,Boston Celtics,108,Box Score,,
Mon Jan 12 2015,7:30 pm,Houston Rockets,113,Brooklyn Nets,99,Box Score,,
Mon Jan 12 2015,8:00 pm,Orlando Magic,121,Chicago Bulls,114,Box Score,,
Mon Jan 12 2015,7:30 pm,Detroit Pistons,114,Toronto Raptors,111,Box Score,,
Tue Jan 13 2015,7:00 pm,Minnesota Timberwolves,110,Indiana Pacers,101,Box Score,,
Tue Jan 13 2015,10:30 pm,Miami Heat,78,Los Angeles Lakers,75,Box Score,,
Tue Jan 13 2015,7:00 pm,Atlanta Hawks,105,Philadelphia 76ers,87,Box Score,,
Tue Jan 13 2015,9:00 pm,Cleveland Cavaliers,100,Phoenix Suns,107,Box Score,,
Tue Jan 13 2015,10:00 pm,Dallas Mavericks,108,Sacramento Kings,104,Box Score,OT,
Tue Jan 13 2015,9:00 pm,Golden State Warriors,116,Utah Jazz,105,Box Score,,
Tue Jan 13 2015,7:00 pm,San Antonio Spurs,93,Washington Wizards,101,Box Score,,
Wed Jan 14 2015,8:00 pm,Atlanta Hawks,105,Boston Celtics,91,Box Score,,
Wed Jan 14 2015,7:30 pm,Memphis Grizzlies,103,Brooklyn Nets,92,Box Score,,
Wed Jan 14 2015,8:00 pm,Washington Wizards,105,Chicago Bulls,99,Box Score,,
Wed Jan 14 2015,7:00 pm,San Antonio Spurs,98,Charlotte Hornets,93,Box Score,,
Wed Jan 14 2015,9:00 pm,Dallas Mavericks,107,Denver Nuggets,114,Box Score,,
Wed Jan 14 2015,7:30 pm,New Orleans Pelicans,105,Detroit Pistons,94,Box Score,,
Wed Jan 14 2015,10:30 pm,Miami Heat,89,Golden State Warriors,104,Box Score,,
Wed Jan 14 2015,7:00 pm,Houston Rockets,113,Orlando Magic,120,Box Score,,
Wed Jan 14 2015,10:30 pm,Los Angeles Clippers,100,Portland Trail Blazers,94,Box Score,,
Wed Jan 14 2015,7:30 pm,Philadelphia 76ers,84,Toronto Raptors,100,Box Score,,
Thu Jan 15 2015,8:00 pm,Oklahoma City Thunder,101,Houston Rockets,112,Box Score,,
Thu Jan 15 2015,10:30 pm,Cleveland Cavaliers,109,Los Angeles Lakers,102,Box Score,,
Thu Jan 15 2015,3:00 pm,New York Knicks,79,Milwaukee Bucks,95,Box Score,,at London England
Fri Jan 16 2015,7:30 pm,Chicago Bulls,119,Boston Celtics,103,Box Score,,
Fri Jan 16 2015,8:30 pm,Denver Nuggets,89,Dallas Mavericks,97,Box Score,,
Fri Jan 16 2015,7:00 pm,Detroit Pistons,98,Indiana Pacers,96,Box Score,,
Fri Jan 16 2015,10:30 pm,Cleveland Cavaliers,126,Los Angeles Clippers,121,Box Score,,
Fri Jan 16 2015,8:00 pm,Golden State Warriors,115,Oklahoma City Thunder,127,Box Score,,
Fri Jan 16 2015,7:00 pm,Memphis Grizzlies,106,Orlando Magic,96,Box Score,,
Fri Jan 16 2015,7:00 pm,New Orleans Pelicans,81,Philadelphia 76ers,96,Box Score,,
Fri Jan 16 2015,9:00 pm,Minnesota Timberwolves,99,Phoenix Suns,110,Box Score,,
Fri Jan 16 2015,10:00 pm,Miami Heat,95,Sacramento Kings,83,Box Score,,
Fri Jan 16 2015,8:30 pm,Portland Trail Blazers,96,San Antonio Spurs,110,Box Score,,
Fri Jan 16 2015,7:30 pm,Atlanta Hawks,110,Toronto Raptors,89,Box Score,,
Fri Jan 16 2015,9:00 pm,Los Angeles Lakers,85,Utah Jazz,94,Box Score,,
Fri Jan 16 2015,7:00 pm,Brooklyn Nets,102,Washington Wizards,80,Box Score,,
Sat Jan 17 2015,8:00 pm,Washington Wizards,99,Brooklyn Nets,90,Box Score,,
Sat Jan 17 2015,8:00 pm,Atlanta Hawks,107,Chicago Bulls,99,Box Score,,
Sat Jan 17 2015,7:00 pm,Indiana Pacers,71,Charlotte Hornets,80,Box Score,OT,
Sat Jan 17 2015,9:00 pm,Minnesota Timberwolves,113,Denver Nuggets,105,Box Score,,
Sat Jan 17 2015,7:30 pm,Philadelphia 76ers,89,Detroit Pistons,107,Box Score,,
Sat Jan 17 2015,8:00 pm,Golden State Warriors,131,Houston Rockets,106,Box Score,,
Sat Jan 17 2015,9:00 pm,Portland Trail Blazers,98,Memphis Grizzlies,102,Box Score,,
Sat Jan 17 2015,10:00 pm,Los Angeles Clippers,117,Sacramento Kings,108,Box Score,,
Sun Jan 18 2015,6:00 pm,Oklahoma City Thunder,127,Orlando Magic,99,Box Score,,
Sun Jan 18 2015,7:00 pm,Utah Jazz,69,San Antonio Spurs,89,Box Score,,
Sun Jan 18 2015,3:30 pm,New Orleans Pelicans,95,Toronto Raptors,93,Box Score,,
Mon Jan 19 2015,2:30 pm,Detroit Pistons,82,Atlanta Hawks,93,Box Score,,
Mon Jan 19 2015,2:00 pm,Minnesota Timberwolves,80,Charlotte Hornets,105,Box Score,,
Mon Jan 19 2015,7:30 pm,Chicago Bulls,94,Cleveland Cavaliers,108,Box Score,,
Mon Jan 19 2015,4:00 pm,Denver Nuggets,79,Golden State Warriors,122,Box Score,,
Mon Jan 19 2015,5:30 pm,Indiana Pacers,98,Houston Rockets,110,Box Score,,
Mon Jan 19 2015,3:30 pm,Boston Celtics,93,Los Angeles Clippers,102,Box Score,,
Mon Jan 19 2015,5:00 pm,Dallas Mavericks,103,Memphis Grizzlies,95,Box Score,,
Mon Jan 19 2015,8:00 pm,Toronto Raptors,92,Milwaukee Bucks,89,Box Score,,
Mon Jan 19 2015,5:30 pm,New Orleans Pelicans,92,New York Knicks,99,Box Score,,
Mon Jan 19 2015,10:00 pm,Los Angeles Lakers,100,Phoenix Suns,115,Box Score,,
Mon Jan 19 2015,10:00 pm,Sacramento Kings,94,Portland Trail Blazers,98,Box Score,,
Mon Jan 19 2015,2:00 pm,Philadelphia 76ers,76,Washington Wizards,111,Box Score,,
Tue Jan 20 2015,9:00 pm,San Antonio Spurs,109,Denver Nuggets,99,Box Score,,
Tue Jan 20 2015,7:30 pm,Oklahoma City Thunder,94,Miami Heat,86,Box Score,,
Wed Jan 21 2015,7:30 pm,Indiana Pacers,91,Atlanta Hawks,110,Box Score,,
Wed Jan 21 2015,7:00 pm,Miami Heat,76,Charlotte Hornets,78,Box Score,,
Wed Jan 21 2015,7:00 pm,Utah Jazz,92,Cleveland Cavaliers,106,Box Score,,
Wed Jan 21 2015,7:30 pm,Orlando Magic,118,Detroit Pistons,128,Box Score,,
Wed Jan 21 2015,10:30 pm,Houston Rockets,113,Golden State Warriors,126,Box Score,,
Wed Jan 21 2015,8:00 pm,Toronto Raptors,86,Memphis Grizzlies,92,Box Score,,
Wed Jan 21 2015,8:00 pm,Dallas Mavericks,98,Minnesota Timberwolves,75,Box Score,,
Wed Jan 21 2015,8:00 pm,Los Angeles Lakers,80,New Orleans Pelicans,96,Box Score,,
Wed Jan 21 2015,7:00 pm,New York Knicks,98,Philadelphia 76ers,91,Box Score,,
Wed Jan 21 2015,9:00 pm,Portland Trail Blazers,113,Phoenix Suns,118,Box Score,,
Wed Jan 21 2015,10:00 pm,Brooklyn Nets,103,Sacramento Kings,100,Box Score,,
Wed Jan 21 2015,8:00 pm,Oklahoma City Thunder,105,Washington Wizards,103,Box Score,OT,
Thu Jan 22 2015,8:00 pm,San Antonio Spurs,81,Chicago Bulls,104,Box Score,,
Thu Jan 22 2015,10:30 pm,Brooklyn Nets,84,Los Angeles Clippers,123,Box Score,,
Thu Jan 22 2015,8:00 pm,Utah Jazz,101,Milwaukee Bucks,99,Box Score,,
Thu Jan 22 2015,10:00 pm,Boston Celtics,90,Portland Trail Blazers,89,Box Score,,
Fri Jan 23 2015,7:30 pm,Oklahoma City Thunder,93,Atlanta Hawks,103,Box Score,,
Fri Jan 23 2015,7:30 pm,Charlotte Hornets,90,Cleveland Cavaliers,129,Box Score,,
Fri Jan 23 2015,8:00 pm,Chicago Bulls,102,Dallas Mavericks,98,Box Score,,
Fri Jan 23 2015,9:00 pm,Boston Celtics,100,Denver Nuggets,99,Box Score,,
Fri Jan 23 2015,10:30 pm,Sacramento Kings,101,Golden State Warriors,126,Box Score,,
Fri Jan 23 2015,7:30 pm,Indiana Pacers,87,Miami Heat,89,Box Score,,
Fri Jan 23 2015,8:00 pm,New Orleans Pelicans,92,Minnesota Timberwolves,84,Box Score,,
Fri Jan 23 2015,7:30 pm,Orlando Magic,106,New York Knicks,113,Box Score,,
Fri Jan 23 2015,7:00 pm,Toronto Raptors,91,Philadelphia 76ers,86,Box Score,,
Fri Jan 23 2015,9:00 pm,Houston Rockets,113,Phoenix Suns,111,Box Score,,
Fri Jan 23 2015,8:30 pm,Los Angeles Lakers,85,San Antonio Spurs,99,Box Score,,
Sat Jan 24 2015,7:00 pm,New York Knicks,71,Charlotte Hornets,76,Box Score,,
Sat Jan 24 2015,8:00 pm,Philadelphia 76ers,83,Memphis Grizzlies,101,Box Score,,
Sat Jan 24 2015,7:30 pm,Detroit Pistons,86,Milwaukee Bucks,101,Box Score,,
Sat Jan 24 2015,10:00 pm,Washington Wizards,96,Portland Trail Blazers,103,Box Score,,
Sat Jan 24 2015,9:00 pm,Brooklyn Nets,73,Utah Jazz,108,Box Score,,
Sun Jan 25 2015,6:00 pm,Minnesota Timberwolves,100,Atlanta Hawks,112,Box Score,,
Sun Jan 25 2015,1:00 pm,Miami Heat,96,Chicago Bulls,84,Box Score,,
Sun Jan 25 2015,3:30 pm,Oklahoma City Thunder,98,Cleveland Cavaliers,108,Box Score,,
Sun Jan 25 2015,8:00 pm,Washington Wizards,117,Denver Nuggets,115,Box Score,OT,
Sun Jan 25 2015,8:00 pm,Boston Celtics,111,Golden State Warriors,114,Box Score,,
Sun Jan 25 2015,9:30 pm,Houston Rockets,99,Los Angeles Lakers,87,Box Score,,
Sun Jan 25 2015,6:00 pm,Dallas Mavericks,106,New Orleans Pelicans,109,Box Score,,
Sun Jan 25 2015,6:00 pm,Indiana Pacers,106,Orlando Magic,99,Box Score,,
Sun Jan 25 2015,6:00 pm,Los Angeles Clippers,120,Phoenix Suns,100,Box Score,,
Sun Jan 25 2015,7:00 pm,Milwaukee Bucks,95,San Antonio Spurs,101,Box Score,,
Sun Jan 25 2015,7:00 pm,Detroit Pistons,110,Toronto Raptors,114,Box Score,,
Mon Jan 26 2015,10:30 pm,Denver Nuggets,98,Los Angeles Clippers,102,Box Score,,
Mon Jan 26 2015,8:00 pm,Orlando Magic,94,Memphis Grizzlies,103,Box Score,,
Mon Jan 26 2015,8:00 pm,Philadelphia 76ers,74,New Orleans Pelicans,99,Box Score,,
Mon Jan 26 2015,8:00 pm,Minnesota Timberwolves,84,Oklahoma City Thunder,92,Box Score,,
Mon Jan 26 2015,9:00 pm,Boston Celtics,99,Utah Jazz,90,Box Score,,
Tue Jan 27 2015,8:30 pm,Memphis Grizzlies,109,Dallas Mavericks,90,Box Score,,
Tue Jan 27 2015,7:30 pm,Cleveland Cavaliers,103,Detroit Pistons,95,Box Score,,
Tue Jan 27 2015,10:30 pm,Chicago Bulls,113,Golden State Warriors,111,Box Score,OT,
Tue Jan 27 2015,7:00 pm,Toronto Raptors,104,Indiana Pacers,91,Box Score,,
Tue Jan 27 2015,10:30 pm,Washington Wizards,98,Los Angeles Lakers,92,Box Score,,
Tue Jan 27 2015,7:30 pm,Milwaukee Bucks,109,Miami Heat,102,Box Score,,
Wed Jan 28 2015,8:00 pm,Brooklyn Nets,102,Atlanta Hawks,113,Box Score,,
Wed Jan 28 2015,7:00 pm,Portland Trail Blazers,94,Cleveland Cavaliers,99,Box Score,,
Wed Jan 28 2015,8:00 pm,Dallas Mavericks,94,Houston Rockets,99,Box Score,,
Wed Jan 28 2015,8:00 pm,Boston Celtics,98,Minnesota Timberwolves,110,Box Score,,
Wed Jan 28 2015,8:00 pm,Denver Nuggets,93,New Orleans Pelicans,85,Box Score,,
Wed Jan 28 2015,8:00 pm,Oklahoma City Thunder,92,New York Knicks,100,Box Score,,
Wed Jan 28 2015,7:00 pm,Detroit Pistons,69,Philadelphia 76ers,89,Box Score,,
Wed Jan 28 2015,10:30 pm,Washington Wizards,98,Phoenix Suns,106,Box Score,,
Wed Jan 28 2015,8:30 pm,Charlotte Hornets,86,San Antonio Spurs,95,Box Score,,
Wed Jan 28 2015,7:30 pm,Sacramento Kings,102,Toronto Raptors,119,Box Score,,
Wed Jan 28 2015,9:00 pm,Los Angeles Clippers,94,Utah Jazz,89,Box Score,,
Thu Jan 29 2015,7:00 pm,New York Knicks,82,Indiana Pacers,103,Box Score,,
Thu Jan 29 2015,10:30 pm,Chicago Bulls,118,Los Angeles Lakers,123,Box Score,2OT,
Thu Jan 29 2015,8:00 pm,Denver Nuggets,69,Memphis Grizzlies,99,Box Score,,
Thu Jan 29 2015,7:00 pm,Milwaukee Bucks,115,Orlando Magic,100,Box Score,,
Fri Jan 30 2015,7:30 pm,Portland Trail Blazers,99,Atlanta Hawks,105,Box Score,,
Fri Jan 30 2015,7:30 pm,Houston Rockets,93,Boston Celtics,87,Box Score,,
Fri Jan 30 2015,7:30 pm,Toronto Raptors,127,Brooklyn Nets,122,Box Score,OT,
Fri Jan 30 2015,7:30 pm,Sacramento Kings,90,Cleveland Cavaliers,101,Box Score,,
Fri Jan 30 2015,8:00 pm,Dallas Mavericks,93,Miami Heat,72,Box Score,,
Fri Jan 30 2015,8:00 pm,Los Angeles Clippers,103,New Orleans Pelicans,108,Box Score,,
Fri Jan 30 2015,7:00 pm,Minnesota Timberwolves,94,Philadelphia 76ers,103,Box Score,,
Fri Jan 30 2015,10:30 pm,Chicago Bulls,93,Phoenix Suns,99,Box Score,,
Fri Jan 30 2015,9:00 pm,Golden State Warriors,100,Utah Jazz,110,Box Score,,
Sat Jan 31 2015,7:30 pm,Philadelphia 76ers,85,Atlanta Hawks,91,Box Score,,
Sat Jan 31 2015,9:00 pm,Charlotte Hornets,104,Denver Nuggets,86,Box Score,,
Sat Jan 31 2015,7:30 pm,Houston Rockets,101,Detroit Pistons,114,Box Score,,
Sat Jan 31 2015,10:30 pm,Phoenix Suns,87,Golden State Warriors,106,Box Score,,
Sat Jan 31 2015,7:00 pm,Sacramento Kings,99,Indiana Pacers,94,Box Score,,
Sat Jan 31 2015,8:00 pm,Oklahoma City Thunder,74,Memphis Grizzlies,85,Box Score,,
Sat Jan 31 2015,8:30 pm,Portland Trail Blazers,88,Milwaukee Bucks,95,Box Score,,
Sat Jan 31 2015,8:00 pm,Cleveland Cavaliers,106,Minnesota Timberwolves,90,Box Score,,
Sat Jan 31 2015,7:00 pm,Dallas Mavericks,108,Orlando Magic,93,Box Score,,
Sat Jan 31 2015,9:00 pm,Los Angeles Clippers,105,San Antonio Spurs,85,Box Score,,
Sat Jan 31 2015,7:00 pm,Toronto Raptors,120,Washington Wizards,116,Box Score,OT,
Mon Dec 1 2014,10:30 pm,Minnesota Timberwolves,101,Los Angeles Clippers,127,Box Score,,
Mon Dec 1 2014,7:00 pm,San Antonio Spurs,109,Philadelphia 76ers,103,Box Score,,
Mon Dec 1 2014,9:00 pm,Denver Nuggets,103,Utah Jazz,101,Box Score,,
Mon Dec 1 2014,7:00 pm,Miami Heat,86,Washington Wizards,107,Box Score,,
Tue Dec 2 2014,7:30 pm,Boston Celtics,105,Atlanta Hawks,109,Box Score,,
Tue Dec 2 2014,8:00 pm,Dallas Mavericks,132,Chicago Bulls,129,Box Score,2OT,
Tue Dec 2 2014,7:00 pm,Milwaukee Bucks,108,Cleveland Cavaliers,111,Box Score,,
Tue Dec 2 2014,9:00 pm,Portland Trail Blazers,105,Denver Nuggets,103,Box Score,,
Tue Dec 2 2014,7:30 pm,Los Angeles Lakers,106,Detroit Pistons,96,Box Score,,
Tue Dec 2 2014,10:30 pm,Orlando Magic,97,Golden State Warriors,98,Box Score,,
Tue Dec 2 2014,8:00 pm,Oklahoma City Thunder,104,New Orleans Pelicans,112,Box Score,,
Tue Dec 2 2014,7:30 pm,Brooklyn Nets,98,New York Knicks,93,Box Score,,
Tue Dec 2 2014,9:00 pm,Indiana Pacers,99,Phoenix Suns,116,Box Score,,
Tue Dec 2 2014,10:00 pm,Toronto Raptors,117,Sacramento Kings,109,Box Score,,
Wed Dec 3 2014,7:30 pm,Detroit Pistons,102,Boston Celtics,109,Box Score,OT,
